Draw Date,Ticket Date,Time of day,Lottery,Numbers Drawn,Played,Group Picks,Bet Amounts,BetAmount vs Winnings
28-Jan-23,28-Jan-23,Evening,Encore,"[6, 9, 9, 1, 9, 4, 1]",TRUE,"[[3, 4, 7, 6, 1, 1, 9]]",[],
